Date,City,AQI,PM2_5,PM10,CO,NO2,SO2
2026-05-23,Bengaluru,80,36.5,56.1,0.68,21.3,3.4
2026-05-24,Bengaluru,71,31.1,52.4,0.56,18.6,3.9
2026-05-25,Bengaluru,66,24.8,39.7,0.53,18.7,4.4
2026-05-26,Bengaluru,81,32.9,51.1,0.6,23.5,5.6
2026-05-27,Bengaluru,87,35.5,60.9,0.65,23.5,5.8
2026-05-28,Bengaluru,86,38.2,65.4,0.65,20.7,6.1
2026-05-29,Bengaluru,58,20.6,52.5,0.46,14.0,3.8
2026-05-30,Bengaluru,87,35.2,62.6,0.74,22.7,5.4
2026-05-31,Bengaluru,102,38.7,74.8,0.83,25.0,5.9
2026-06-01,Bengaluru,12,3.3,2.0,0.15,4.2,0.7
2026-06-02,Bengaluru,82,40.0,63.0,0.69,21.6,4.0
2026-06-03,Bengaluru,89,43.4,65.6,0.76,24.2,5.3
2026-06-04,Bengaluru,92,40.5,67.2,0.64,27.1,5.2
2026-06-05,Bengaluru,79,34.6,57.0,0.63,22.0,5.3
2026-06-06,Bengaluru,75,35.7,62.6,0.64,22.0,5.2
2026-06-07,Bengaluru,62,25.8,42.4,0.48,18.7,3.2
2026-06-08,Bengaluru,83,35.6,60.5,0.67,26.6,4.6
2026-06-09,Bengaluru,45,17.0,30.1,0.31,13.1,2.9
2026-06-10,Bengaluru,50,20.2,40.0,0.41,13.9,2.4
2026-06-11,Bengaluru,79,36.1,59.8,0.65,23.5,4.2
2026-06-12,Bengaluru,34,16.8,24.2,0.32,9.7,1.1
2026-06-13,Bengaluru,75,33.4,47.4,0.59,18.5,4.9
2026-06-14,Bengaluru,78,32.3,62.6,0.65,21.4,4.1
2026-06-15,Bengaluru,76,31.6,60.7,0.52,21.2,4.4
2026-06-16,Bengaluru,90,41.2,70.2,0.69,22.7,5.2
2026-06-17,Bengaluru,91,43.3,66.1,0.68,23.4,5.4
2026-06-18,Bengaluru,84,42.2,63.6,0.7,22.0,5.1
2026-06-19,Bengaluru,61,27.0,45.6,0.49,18.0,4.2
2026-06-20,Bengaluru,58,29.4,34.9,0.48,21.0,3.5
2026-06-21,Bengaluru,80,35.1,63.3,0.66,21.0,4.7
2026-06-22,Bengaluru,42,18.5,29.4,0.34,10.3,2.4
2026-06-23,Bengaluru,24,11.0,19.4,0.18,5.1,1.5
2026-06-24,Bengaluru,74,36.4,61.3,0.52,22.0,4.8
2026-06-25,Bengaluru,75,35.5,60.7,0.55,20.5,4.6
2026-06-26,Bengaluru,91,38.0,74.0,0.63,28.1,5.7
2026-06-27,Bengaluru,81,39.0,55.5,0.65,23.2,5.0
2026-06-28,Bengaluru,63,26.9,47.9,0.47,18.2,3.5
2026-06-29,Bengaluru,83,42.0,60.8,0.71,22.8,4.5
2026-06-30,Bengaluru,71,32.2,44.3,0.6,20.1,4.8
2026-07-01,Bengaluru,90,40.9,65.7,0.8,29.5,5.2
2026-07-02,Bengaluru,74,31.2,52.6,0.57,22.1,3.9
2026-07-03,Bengaluru,68,33.4,54.3,0.53,20.7,2.6
2026-07-04,Bengaluru,34,15.8,16.1,0.29,10.7,1.1
2026-07-05,Bengaluru,51,29.1,37.3,0.46,16.5,3.3
2026-07-06,Bengaluru,67,23.8,49.1,0.38,15.3,3.7
2026-07-07,Bengaluru,65,29.4,48.6,0.53,18.5,4.1
2026-07-08,Bengaluru,72,30.2,53.8,0.57,18.0,4.9
2026-07-09,Bengaluru,87,36.6,64.2,0.8,24.7,5.4
2026-07-10,Bengaluru,79,34.6,66.8,0.64,22.0,4.7
2026-07-11,Bengaluru,105,47.4,74.6,0.81,31.0,5.6
2026-07-12,Bengaluru,33,12.7,15.5,0.21,9.3,2.7
2026-07-13,Bengaluru,83,36.5,67.1,0.65,20.3,5.0
2026-07-14,Bengaluru,78,37.5,62.5,0.58,22.1,4.7
2026-07-15,Bengaluru,43,15.6,35.2,0.28,13.6,3.1
2026-07-16,Bengaluru,71,35.6,45.4,0.62,22.8,4.4
2026-07-17,Bengaluru,60,27.9,42.0,0.61,15.6,4.3
2026-07-18,Bengaluru,74,38.1,65.6,0.61,21.3,4.0
2026-07-19,Bengaluru,84,38.7,70.3,0.64,27.9,4.7
2026-07-20,Bengaluru,78,35.8,58.0,0.52,20.6,4.8
2026-07-21,Bengaluru,86,40.6,68.3,0.68,22.2,5.9
2026-07-22,Bengaluru,12,3.6,4.8,0.13,6.0,0.6
2026-07-23,Bengaluru,76,35.5,66.0,0.52,22.8,4.7
2026-07-24,Bengaluru,78,36.1,62.2,0.65,26.2,4.7
2026-07-25,Bengaluru,86,38.2,67.3,0.69,24.1,5.2
2026-07-26,Bengaluru,83,35.5,64.3,0.65,24.5,5.0
2026-07-27,Bengaluru,77,39.3,57.2,0.65,20.2,3.6
2026-07-28,Bengaluru,65,22.8,47.6,0.59,16.4,2.8
2026-07-29,Bengaluru,86,37.3,64.4,0.73,25.1,5.5
2026-07-30,Bengaluru,83,32.1,55.2,0.72,21.7,4.6
2026-07-31,Bengaluru,73,31.6,53.0,0.54,18.3,4.5
2026-08-01,Bengaluru,74,31.5,44.6,0.69,22.6,4.2
2026-08-02,Bengaluru,43,19.4,32.2,0.28,6.9,2.3
2026-08-03,Bengaluru,57,26.2,43.6,0.41,14.9,4.3
2026-08-04,Bengaluru,87,37.8,76.7,0.64,22.7,5.2
2026-08-05,Bengaluru,70,36.9,53.4,0.52,20.5,4.3
2026-08-06,Bengaluru,80,32.4,52.8,0.75,19.7,5.6
2026-08-07,Bengaluru,47,23.5,37.6,0.41,14.6,2.0
2026-08-08,Bengaluru,81,32.3,61.7,0.58,18.7,4.7
2026-08-09,Bengaluru,65,30.0,42.5,0.48,13.6,4.7
2026-08-10,Bengaluru,75,32.7,47.3,0.56,24.5,4.6
2026-08-11,Bengaluru,77,34.5,54.9,0.61,23.0,4.5
2026-08-12,Bengaluru,69,31.8,50.1,0.52,18.3,4.5
2026-08-13,Bengaluru,89,36.6,65.4,0.67,26.5,5.1
2026-08-14,Bengaluru,81,37.1,66.7,0.6,22.7,5.2
2026-08-15,Bengaluru,27,12.2,25.5,0.2,5.9,2.5
2026-08-16,Bengaluru,73,33.3,51.2,0.54,21.9,4.3
2026-08-17,Bengaluru,48,14.8,38.5,0.35,9.7,3.8
2026-08-18,Bengaluru,86,39.4,70.7,0.7,22.5,5.1
2026-08-19,Bengaluru,62,26.4,40.2,0.45,19.1,3.9
2026-08-20,Bengaluru,73,29.8,52.7,0.5,20.7,4.9
2026-08-21,Bengaluru,106,44.4,84.0,0.81,27.4,5.8
2026-08-22,Bengaluru,63,25.6,44.2,0.48,16.2,3.4
2026-08-23,Bengaluru,56,25.5,42.3,0.41,16.4,4.1
2026-08-24,Bengaluru,59,30.5,55.4,0.6,14.1,2.9
2026-08-25,Bengaluru,74,33.7,63.4,0.62,18.3,4.1
2026-08-26,Bengaluru,72,27.9,54.1,0.52,16.9,3.8
2026-08-27,Bengaluru,55,26.0,41.7,0.49,17.2,3.4
2026-08-28,Bengaluru,77,35.0,57.0,0.51,23.8,4.8
2026-08-29,Bengaluru,61,31.7,42.8,0.48,19.1,3.8
2026-08-30,Bengaluru,82,35.8,70.0,0.62,25.6,3.8
2026-08-31,Bengaluru,12,6.3,7.0,0.1,3.4,0.1
2026-09-01,Bengaluru,68,31.3,47.7,0.61,18.7,4.4
2026-09-02,Bengaluru,67,28.3,40.3,0.6,16.8,3.8
2026-09-03,Bengaluru,71,31.8,58.1,0.57,19.6,4.8
2026-09-04,Bengaluru,85,36.0,58.0,0.64,23.7,4.5
2026-09-05,Bengaluru,82,36.5,48.8,0.59,17.2,4.7
2026-09-06,Bengaluru,91,35.3,61.6,0.72,23.4,4.9
2026-09-07,Bengaluru,52,21.9,31.6,0.31,19.0,3.7
2026-09-08,Bengaluru,72,32.7,51.6,0.6,18.5,4.0
2026-09-09,Bengaluru,80,40.4,63.7,0.7,21.8,4.5
2026-09-10,Bengaluru,64,29.0,49.9,0.5,16.4,4.5
2026-09-11,Bengaluru,85,42.2,59.0,0.64,26.2,5.1
2026-09-12,Bengaluru,71,30.5,53.2,0.62,19.6,4.7
2026-09-13,Bengaluru,72,29.8,49.6,0.55,17.5,4.1
2026-09-14,Bengaluru,84,37.7,59.2,0.77,21.7,4.6
2026-09-15,Bengaluru,18,10.1,12.8,0.19,5.6,0.5
2026-09-16,Bengaluru,52,21.7,44.4,0.39,15.5,3.2
2026-09-17,Bengaluru,55,23.5,43.0,0.4,14.7,3.5
2026-09-18,Bengaluru,76,37.3,58.9,0.56,20.3,4.6
2026-09-19,Bengaluru,47,19.7,26.6,0.4,11.6,2.2
2026-09-20,Bengaluru,70,34.4,49.6,0.58,21.0,4.6
2026-09-21,Bengaluru,71,28.6,48.3,0.61,21.2,3.8
2026-09-22,Bengaluru,94,39.1,75.5,0.83,26.5,5.3
2026-09-23,Bengaluru,68,29.8,56.4,0.48,15.4,4.3
2026-09-24,Bengaluru,44,25.7,26.1,0.35,14.6,2.7
2026-09-25,Bengaluru,31,16.3,20.3,0.29,6.2,1.1
2026-09-26,Bengaluru,75,26.1,56.7,0.51,21.6,4.6
2026-09-27,Bengaluru,55,26.1,42.3,0.43,19.1,3.5
2026-09-28,Bengaluru,28,15.8,24.3,0.33,8.2,1.7
2026-09-29,Bengaluru,71,31.2,49.6,0.6,18.1,4.3
2026-09-30,Bengaluru,45,20.7,29.3,0.39,12.4,1.3
2026-10-01,Bengaluru,55,29.0,48.7,0.47,17.0,2.9
2026-10-02,Bengaluru,51,26.7,40.4,0.41,13.9,3.6
2026-10-03,Bengaluru,88,41.5,66.3,0.69,26.0,4.7
2026-10-04,Bengaluru,36,11.8,33.2,0.25,10.9,2.1
2026-10-05,Bengaluru,66,31.0,40.2,0.59,17.7,3.9
2026-10-06,Bengaluru,66,30.3,50.4,0.5,17.5,4.0
2026-10-07,Bengaluru,31,9.6,31.6,0.26,7.6,1.0
2026-10-08,Bengaluru,79,38.5,72.4,0.73,20.3,4.5
2026-10-09,Bengaluru,12,2.9,7.9,0.1,7.5,0.1
2026-10-10,Bengaluru,76,28.0,58.7,0.54,23.5,4.4
2026-10-11,Bengaluru,53,17.5,34.9,0.44,15.7,2.9
2026-10-12,Bengaluru,79,32.1,44.6,0.65,24.7,5.4
2026-10-13,Bengaluru,64,27.2,51.6,0.48,18.1,3.5
2026-10-14,Bengaluru,59,23.9,49.0,0.47,19.1,3.8
2026-10-15,Bengaluru,81,38.9,64.5,0.64,28.7,4.9
2026-10-16,Bengaluru,32,15.2,19.1,0.31,10.4,1.8
2026-10-17,Bengaluru,12,5.8,5.8,0.14,4.5,2.2
2026-10-18,Bengaluru,47,20.2,34.5,0.37,15.2,2.7
2026-10-19,Bengaluru,58,27.8,41.1,0.43,18.3,3.5
2026-10-20,Bengaluru,41,16.7,30.4,0.3,14.2,2.8
2026-10-21,Bengaluru,42,18.3,32.0,0.34,9.8,1.6
2026-10-22,Bengaluru,36,15.8,23.3,0.33,9.6,3.1
2026-10-23,Bengaluru,61,27.9,44.3,0.51,19.2,4.0
2026-10-24,Bengaluru,29,14.5,16.7,0.22,9.5,1.2
2026-10-25,Bengaluru,59,25.5,55.1,0.48,19.9,4.1
2026-10-26,Bengaluru,47,17.2,35.8,0.35,16.3,2.7
2026-10-27,Bengaluru,72,28.2,56.1,0.52,21.0,4.6
2026-10-28,Bengaluru,38,20.0,27.1,0.23,13.7,1.8
2026-10-29,Bengaluru,80,37.3,61.9,0.66,20.5,5.6
2026-10-30,Bengaluru,41,19.9,24.1,0.28,12.8,1.5
2026-10-31,Bengaluru,50,18.5,33.2,0.33,14.5,3.6
2026-11-01,Bengaluru,43,20.7,33.1,0.38,13.0,1.2
2026-11-02,Bengaluru,55,27.2,39.4,0.34,15.9,3.5
2026-11-03,Bengaluru,32,15.0,29.4,0.38,9.3,2.1
2026-11-04,Bengaluru,33,13.3,24.1,0.32,10.9,2.9
2026-11-05,Bengaluru,27,8.2,25.8,0.29,7.6,0.1
2026-11-06,Bengaluru,35,16.8,21.8,0.29,13.6,2.8
2026-11-07,Bengaluru,51,22.8,35.8,0.45,14.3,3.1
2026-11-08,Bengaluru,29,10.9,25.5,0.18,8.7,1.9
2026-11-09,Bengaluru,52,25.1,42.1,0.38,11.6,2.7
2026-11-10,Bengaluru,74,29.7,50.3,0.54,17.0,3.9
2026-11-11,Bengaluru,53,21.7,31.0,0.4,15.9,2.3
2026-11-12,Bengaluru,52,19.1,37.0,0.4,13.4,3.1
2026-11-13,Bengaluru,51,22.8,35.2,0.43,14.7,2.7
2026-11-14,Bengaluru,50,20.2,33.2,0.44,14.9,3.4
2026-11-15,Bengaluru,49,19.4,41.8,0.38,15.6,2.9
2026-11-16,Bengaluru,50,23.5,41.6,0.32,10.8,3.3
2026-11-17,Bengaluru,38,14.8,30.3,0.23,17.2,2.9
2026-11-18,Bengaluru,45,20.5,30.7,0.29,12.4,2.3
2026-11-19,Bengaluru,30,9.2,23.7,0.22,9.5,2.0
2026-11-20,Bengaluru,68,38.6,55.1,0.48,20.0,4.1
2026-11-21,Bengaluru,15,2.5,13.5,0.15,2.1,1.4
2026-11-22,Bengaluru,12,9.0,14.4,0.1,6.6,0.2
2026-11-23,Bengaluru,66,27.1,49.3,0.5,17.7,5.4
2026-11-24,Bengaluru,59,29.1,43.1,0.52,15.4,3.7
2026-11-25,Bengaluru,39,15.4,43.0,0.35,10.5,2.0
2026-11-26,Bengaluru,37,13.0,36.7,0.32,10.2,2.7
2026-11-27,Bengaluru,36,12.7,26.3,0.29,11.1,1.4
2026-11-28,Bengaluru,45,11.0,27.8,0.4,14.5,2.1
2026-11-29,Bengaluru,43,19.4,37.6,0.42,12.3,2.4
2026-11-30,Bengaluru,32,14.7,34.4,0.32,9.3,2.1
2026-12-01,Bengaluru,41,17.4,31.5,0.34,13.5,2.9
2026-12-02,Bengaluru,47,18.2,30.4,0.33,13.6,1.8
2026-12-03,Bengaluru,37,20.9,31.1,0.28,9.0,2.6
2026-12-04,Bengaluru,30,12.8,19.6,0.24,7.8,2.2
2026-12-05,Bengaluru,49,17.9,30.6,0.46,14.1,2.4
2026-12-06,Bengaluru,57,26.7,53.8,0.44,18.2,2.7
2026-12-07,Bengaluru,53,26.7,47.8,0.48,14.6,2.6
2026-12-08,Bengaluru,40,12.7,25.4,0.34,11.1,2.3
2026-12-09,Bengaluru,35,10.4,27.2,0.3,7.8,1.8
2026-12-10,Bengaluru,55,28.2,33.8,0.44,18.3,3.2
2026-12-11,Bengaluru,37,19.9,32.7,0.34,9.8,2.6
2026-12-12,Bengaluru,50,22.4,35.5,0.46,18.1,4.1
2026-12-13,Bengaluru,41,17.6,25.6,0.33,9.3,2.2
2026-12-14,Bengaluru,46,21.9,25.4,0.45,10.7,2.3
2026-12-15,Bengaluru,30,11.5,18.0,0.2,3.5,1.9
2026-12-16,Bengaluru,39,24.3,31.7,0.29,8.5,2.3
2026-12-17,Bengaluru,46,19.2,34.8,0.46,12.1,1.8
2026-12-18,Bengaluru,44,20.7,24.5,0.37,10.3,2.9
2026-12-19,Bengaluru,56,24.7,47.4,0.39,12.6,4.4
2026-12-20,Bengaluru,42,20.8,37.3,0.31,13.4,2.9
2026-12-21,Bengaluru,36,20.7,33.5,0.22,10.5,2.0
2026-12-22,Bengaluru,52,19.2,57.0,0.41,16.0,3.8
2026-12-23,Bengaluru,38,16.8,26.0,0.26,11.2,2.2
2026-12-24,Bengaluru,32,13.0,26.9,0.22,8.5,2.4
2026-12-25,Bengaluru,43,16.2,32.1,0.37,14.0,2.2
2026-12-26,Bengaluru,31,11.9,20.0,0.27,9.9,2.4
2026-12-27,Bengaluru,46,16.5,37.8,0.38,13.0,2.1
2026-12-28,Bengaluru,30,9.9,24.9,0.22,7.4,1.0
2026-12-29,Bengaluru,47,20.4,35.7,0.34,9.9,2.6
2026-12-30,Bengaluru,34,16.2,23.7,0.24,6.5,2.1
2026-12-31,Bengaluru,34,19.3,26.3,0.3,9.0,2.1
2024-01-01,New Delhi,162,69.4,121.6,1.32,41.5,9.5
2024-01-02,New Delhi,180,82.4,142.7,1.41,49.5,11.3
2024-01-03,New Delhi,172,77.1,122.7,1.43,53.2,9.5
2024-01-04,New Delhi,166,73.3,122.8,1.34,44.1,9.9
2024-01-05,New Delhi,146,67.1,120.7,1.14,40.5,8.7
2024-01-06,New Delhi,163,74.6,126.9,1.28,46.5,8.1
2024-01-07,New Delhi,160,68.3,118.4,1.32,41.7,10.1
2024-01-08,New Delhi,91,45.3,63.7,0.64,25.4,5.8
2024-01-09,New Delhi,170,73.1,119.4,1.34,48.6,10.4
2024-01-10,New Delhi,174,77.2,121.3,1.45,49.1,10.6
2024-01-11,New Delhi,168,79.4,125.9,1.4,48.1,9.8
2024-01-12,New Delhi,168,77.5,122.5,1.39,47.4,10.3
2024-01-13,New Delhi,171,78.0,128.6,1.36,47.6,10.4
2024-01-14,New Delhi,169,74.2,123.3,1.42,46.2,10.2
2024-01-15,New Delhi,153,63.8,115.7,1.28,42.7,8.4
2024-01-16,New Delhi,161,70.2,107.7,1.28,46.1,10.2
2024-01-17,New Delhi,170,78.5,132.2,1.3,50.8,10.8
2024-01-18,New Delhi,162,74.9,124.4,1.37,45.1,9.3
2024-01-19,New Delhi,155,72.4,106.7,1.09,45.2,9.4
2024-01-20,New Delhi,157,66.7,109.2,1.22,44.7,9.1
2024-01-21,New Delhi,167,72.3,122.7,1.37,46.0,9.9
2024-01-22,New Delhi,157,68.2,119.5,1.28,44.4,9.1
2024-01-23,New Delhi,156,75.0,109.9,1.34,43.9,9.3
2024-01-24,New Delhi,165,68.0,130.7,1.41,48.4,8.8
2024-01-25,New Delhi,166,79.6,132.2,1.26,48.5,10.9
2024-01-26,New Delhi,165,69.9,127.9,1.37,45.9,9.3
2024-01-27,New Delhi,169,73.7,128.7,1.43,44.0,10.6
2024-01-28,New Delhi,159,71.0,121.8,1.23,42.2,8.6
2024-01-29,New Delhi,173,76.7,132.6,1.36,46.1,10.7
2024-01-30,New Delhi,162,72.2,123.0,1.25,47.5,10.4
2024-01-31,New Delhi,170,75.4,127.8,1.44,50.2,11.2
2024-02-01,New Delhi,152,65.8,114.7,1.24,42.3,8.9
2024-02-02,New Delhi,168,75.3,119.9,1.29,47.5,11.6
2024-02-03,New Delhi,154,68.4,127.5,1.21,44.0,10.2
2024-02-04,New Delhi,110,48.6,80.1,0.8,33.9,6.3
2024-02-05,New Delhi,146,64.4,114.1,1.17,39.3,9.0
2024-02-06,New Delhi,175,78.7,130.1,1.45,48.6,11.3
2024-02-07,New Delhi,149,64.7,107.2,1.18,41.7,8.3
2024-02-08,New Delhi,165,75.9,116.4,1.29,47.3,9.4
2024-02-09,New Delhi,156,73.5,126.0,1.27,43.3,9.1
2024-02-10,New Delhi,162,76.3,115.7,1.34,44.1,9.3
2024-02-11,New Delhi,166,77.7,126.0,1.34,47.2,10.2
2024-02-12,New Delhi,163,75.2,119.0,1.34,47.4,10.1
2024-02-13,New Delhi,175,80.1,137.1,1.29,50.7,11.5
2024-02-14,New Delhi,159,69.3,125.7,1.23,43.2,9.6
2024-02-15,New Delhi,152,71.0,110.0,1.23,43.1,10.0
2024-02-16,New Delhi,175,77.2,124.9,1.44,47.7,10.3
2024-02-17,New Delhi,157,72.7,114.5,1.25,43.9,9.5
2024-02-18,New Delhi,171,76.2,124.5,1.28,48.1,10.2
2024-02-19,New Delhi,162,73.1,125.8,1.35,42.3,9.5
2024-02-20,New Delhi,168,80.4,121.9,1.41,44.3,10.7
2024-02-21,New Delhi,126,61.4,92.2,0.99,35.0,6.8
2024-02-22,New Delhi,147,67.7,115.2,1.21,38.7,9.1
2024-02-23,New Delhi,158,72.3,124.2,1.28,47.2,9.4
2024-02-24,New Delhi,162,73.1,114.8,1.28,44.7,9.6
2024-02-25,New Delhi,171,72.5,122.5,1.42,43.9,10.6
2024-02-26,New Delhi,153,69.3,122.5,1.22,44.1,9.2
2024-02-27,New Delhi,164,73.1,126.5,1.28,43.7,9.9
2024-02-28,New Delhi,167,69.7,125.2,1.27,48.0,9.1
2024-02-29,New Delhi,181,80.4,131.4,1.43,51.8,11.3
2024-03-01,New Delhi,167,70.8,119.2,1.35,48.7,10.6
2024-03-02,New Delhi,164,76.7,132.6,1.37,47.8,9.4
2024-03-03,New Delhi,169,77.4,130.0,1.42,48.0,10.1
2024-03-04,New Delhi,149,66.2,112.8,1.21,42.2,9.4
2024-03-05,New Delhi,114,51.1,81.3,0.93,36.4,7.0
2024-03-06,New Delhi,160,73.6,123.0,1.31,47.5,9.8
2024-03-07,New Delhi,174,79.0,138.1,1.45,50.6,10.8
2024-03-08,New Delhi,178,83.3,129.3,1.44,49.3,11.7
2024-03-09,New Delhi,175,84.8,127.5,1.46,46.3,9.7
2024-03-10,New Delhi,184,87.3,133.0,1.47,53.9,11.5
2024-03-11,New Delhi,187,84.2,138.0,1.44,51.6,10.7
2024-03-12,New Delhi,148,72.5,111.2,1.31,39.8,8.7
2024-03-13,New Delhi,120,52.1,94.4,0.99,35.4,7.9
2024-03-14,New Delhi,176,76.2,129.4,1.41,56.7,10.9
2024-03-15,New Delhi,166,76.7,121.5,1.34,48.4,9.9
2024-03-16,New Delhi,152,68.2,112.4,1.15,41.4,8.4
2024-03-17,New Delhi,150,64.1,117.3,1.27,38.9,9.8
2024-03-18,New Delhi,180,83.2,136.3,1.47,48.1,9.9
2024-03-19,New Delhi,167,76.4,135.0,1.28,46.6,9.6
2024-03-20,New Delhi,168,69.8,133.5,1.35,48.9,10.0
2024-03-21,New Delhi,167,78.5,125.9,1.34,45.2,9.8
2024-03-22,New Delhi,147,63.9,116.5,1.27,38.7,9.0
2024-03-23,New Delhi,187,88.3,140.9,1.5,50.9,10.5
2024-03-24,New Delhi,170,77.6,129.4,1.33,47.3,10.6
2024-03-25,New Delhi,159,68.0,116.1,1.2,44.9,10.0
2024-03-26,New Delhi,179,78.6,132.6,1.55,52.5,11.1
2024-03-27,New Delhi,164,73.8,118.5,1.26,44.8,9.4
2024-03-28,New Delhi,183,82.0,137.1,1.43,52.2,10.9
2024-03-29,New Delhi,194,85.1,149.0,1.53,57.5,11.5
2024-03-30,New Delhi,165,76.0,127.8,1.37,49.8,10.2
2024-03-31,New Delhi,188,83.0,140.3,1.58,49.9,10.9
2024-04-01,New Delhi,139,60.1,102.2,1.2,38.3,8.5
2024-04-02,New Delhi,184,79.5,142.7,1.56,52.0,10.9
2024-04-03,New Delhi,195,80.0,147.4,1.51,56.2,10.6
2024-04-04,New Delhi,159,71.4,115.4,1.25,46.3,9.5
2024-04-05,New Delhi,190,88.3,143.8,1.53,51.4,10.1
2024-04-06,New Delhi,186,80.7,136.4,1.45,52.3,11.6
2024-04-07,New Delhi,203,93.9,147.8,1.63,60.0,11.4
2024-04-08,New Delhi,206,89.7,156.0,1.67,58.1,13.5
2024-04-09,New Delhi,191,81.0,145.0,1.52,54.6,11.9
2024-04-10,New Delhi,195,89.1,147.0,1.65,53.9,11.4
2024-04-11,New Delhi,165,71.5,125.7,1.31,46.0,11.1
2024-04-12,New Delhi,210,97.6,160.2,1.65,59.3,12.9
2024-04-13,New Delhi,195,88.0,144.3,1.57,53.5,12.1
2024-04-14,New Delhi,161,76.5,114.2,1.23,45.9,9.9
2024-04-15,New Delhi,210,95.4,157.3,1.69,62.0,13.8
2024-04-16,New Delhi,191,87.6,142.9,1.52,57.2,11.0
2024-04-17,New Delhi,175,79.7,137.3,1.41,50.0,10.9
2024-04-18,New Delhi,203,93.0,154.9,1.53,57.1,11.4
2024-04-19,New Delhi,195,86.3,151.4,1.57,55.5,11.6
2024-04-20,New Delhi,207,88.4,150.8,1.72,57.1,11.3
2024-04-21,New Delhi,214,99.5,164.1,1.72,63.2,13.5
2024-04-22,New Delhi,220,101.1,165.6,1.74,59.1,13.5
2024-04-23,New Delhi,191,84.9,146.3,1.51,55.2,11.0
2024-04-24,New Delhi,160,71.3,124.1,1.22,46.9,8.8
2024-04-25,New Delhi,194,83.1,132.5,1.57,54.0,10.9
2024-04-26,New Delhi,134,61.6,98.7,1.06,36.7,7.7
2024-04-27,New Delhi,192,84.5,140.2,1.49,53.0,11.2
2024-04-28,New Delhi,194,89.6,151.7,1.55,54.5,11.3
2024-04-29,New Delhi,205,97.5,152.9,1.61,58.1,12.4
2024-04-30,New Delhi,190,86.9,147.2,1.48,58.3,10.6
2024-05-01,New Delhi,140,63.7,116.2,1.09,37.1,8.7
2024-05-02,New Delhi,210,96.5,157.1,1.64,63.5,11.1
2024-05-03,New Delhi,207,95.9,151.5,1.75,55.2,12.9
2024-05-04,New Delhi,186,80.3,133.8,1.45,52.1,10.7
2024-05-05,New Delhi,180,82.4,135.2,1.46,50.7,11.3
2024-05-06,New Delhi,204,94.8,149.1,1.6,59.9,12.9
2024-05-07,New Delhi,211,92.3,153.4,1.75,61.6,12.6
2024-05-08,New Delhi,227,103.5,164.7,1.8,63.6,13.7
2024-05-09,New Delhi,201,87.6,144.1,1.64,55.3,13.3
2024-05-10,New Delhi,213,94.3,165.8,1.74,60.9,12.7
2024-05-11,New Delhi,209,87.7,163.3,1.5,57.6,11.7
2024-05-12,New Delhi,199,89.3,143.3,1.45,56.1,13.0
2024-05-13,New Delhi,170,79.4,135.0,1.26,46.7,9.6
2024-05-14,New Delhi,191,91.1,144.4,1.57,53.4,10.9
2024-05-15,New Delhi,175,82.5,132.8,1.42,46.5,10.9
2024-05-16,New Delhi,217,98.9,153.8,1.82,58.9,13.2
2024-05-17,New Delhi,214,99.5,151.5,1.72,60.0,13.6
2024-05-18,New Delhi,205,96.6,156.4,1.64,57.8,13.1
2024-05-19,New Delhi,30,16.2,19.4,0.2,10.4,1.4
2024-05-20,New Delhi,206,91.2,142.7,1.67,57.9,11.4
2024-05-21,New Delhi,194,81.9,149.2,1.62,56.0,12.1
2024-05-22,New Delhi,196,89.8,147.0,1.58,56.8,12.3
2024-05-23,New Delhi,214,92.1,159.6,1.7,60.5,13.3
2024-05-24,New Delhi,200,88.0,145.2,1.66,55.6,11.7
2024-05-25,New Delhi,211,93.2,158.2,1.78,62.7,12.5
2024-05-26,New Delhi,201,88.6,141.1,1.66,61.1,11.8
2024-05-27,New Delhi,178,79.3,133.9,1.37,48.9,11.2
2024-05-28,New Delhi,204,95.6,154.8,1.58,56.0,12.4
2024-05-29,New Delhi,196,84.4,141.0,1.59,54.1,12.4
2024-05-30,New Delhi,208,86.2,155.3,1.75,58.3,11.8
2024-05-31,New Delhi,208,97.2,152.0,1.74,59.5,12.1
2024-06-01,New Delhi,222,97.1,159.3,1.73,63.7,13.9
2024-06-02,New Delhi,208,88.0,148.2,1.61,55.7,12.6
2024-06-03,New Delhi,231,106.3,167.6,1.81,63.7,14.1
2024-06-04,New Delhi,181,80.0,143.4,1.55,50.0,10.7
2024-06-05,New Delhi,209,94.2,155.0,1.72,55.4,12.3
2024-06-06,New Delhi,211,97.6,169.2,1.62,57.8,11.5
2024-06-07,New Delhi,196,82.9,144.4,1.56,55.8,11.6
2024-06-08,New Delhi,210,94.8,152.3,1.6,60.0,13.4
2024-06-09,New Delhi,229,105.9,179.0,1.86,64.7,13.8
2024-06-10,New Delhi,204,93.6,150.4,1.62,54.8,12.5
2024-06-11,New Delhi,206,92.8,157.0,1.68,59.2,12.3
2024-06-12,New Delhi,211,93.5,148.4,1.71,59.7,13.2
2024-06-13,New Delhi,206,87.9,154.0,1.69,58.6,12.3
2024-06-14,New Delhi,198,86.0,150.9,1.5,54.8,11.9
2024-06-15,New Delhi,220,100.8,169.8,1.78,59.9,12.9
2024-06-16,New Delhi,209,95.8,153.3,1.65,58.6,13.4
2024-06-17,New Delhi,140,60.7,105.8,1.2,40.4,7.6
