Date,City,Daily_Passengers,Bus_Utilization,Metro_Ridership,Average_Delay,Route_Efficiency
2024-01-21,New Delhi,69333,59.9,41599,12.5,85.1
2024-01-22,New Delhi,132117,75.6,79270,16.3,82.8
2024-01-23,New Delhi,131299,66.9,78779,16.2,78.0
2024-01-24,New Delhi,130352,68.7,78211,11.8,82.6
2024-01-25,New Delhi,128773,71.2,77263,14.9,82.8
2024-01-26,New Delhi,127142,70.8,76285,13.6,81.2
2024-01-27,New Delhi,69792,61.5,41875,9.2,88.8
2024-01-28,New Delhi,69589,64.4,41753,9.4,91.2
2024-01-29,New Delhi,131157,66.8,78694,13.9,84.6
2024-01-30,New Delhi,129217,69.8,77530,12.7,84.1
2024-01-31,New Delhi,123146,59.8,73887,13.7,84.9
2024-02-01,New Delhi,132474,55.8,79484,13.8,84.4
2024-02-02,New Delhi,133506,60.9,80103,10.4,89.7
2024-02-03,New Delhi,67071,52.2,40242,7.9,90.2
2024-02-04,New Delhi,68347,61.8,44425,21.0,75.5
2024-02-05,New Delhi,129639,66.1,77783,14.3,79.8
2024-02-06,New Delhi,127586,63.0,76551,11.3,86.2
2024-02-07,New Delhi,133682,63.4,80209,15.1,82.5
2024-02-08,New Delhi,128136,57.8,76881,12.0,84.9
2024-02-09,New Delhi,124970,70.8,74982,13.6,84.0
2024-02-10,New Delhi,71800,66.2,43080,11.9,82.9
2024-02-11,New Delhi,73839,71.9,44303,9.6,85.8
2024-02-12,New Delhi,125353,57.9,75211,12.9,86.8
2024-02-13,New Delhi,129297,66.0,77578,12.0,84.9
2024-02-14,New Delhi,133385,69.3,80031,12.1,86.6
2024-02-15,New Delhi,130562,72.0,78337,15.4,85.2
2024-02-16,New Delhi,126209,59.8,75725,12.8,84.2
2024-02-17,New Delhi,65779,64.6,39467,9.4,89.5
2024-02-18,New Delhi,75238,63.9,45142,10.0,89.2
2024-02-19,New Delhi,129770,68.8,77862,13.7,87.2
2024-02-20,New Delhi,123924,67.3,74354,13.5,85.0
2024-02-21,New Delhi,137477,54.5,89360,22.5,75.3
2024-02-22,New Delhi,130320,70.8,78192,14.2,82.8
2024-02-23,New Delhi,132728,66.3,79636,15.1,82.6
2024-02-24,New Delhi,69423,69.4,41653,7.5,89.6
2024-02-25,New Delhi,72634,69.0,43580,9.0,90.0
2024-02-26,New Delhi,130050,58.3,78030,15.5,81.1
2024-02-27,New Delhi,129441,56.6,77664,12.8,82.7
2024-02-28,New Delhi,136066,58.8,81639,12.5,86.1
2024-02-29,New Delhi,127245,68.2,76347,13.8,87.6
2024-03-01,New Delhi,125351,67.7,75210,14.9,82.4
2024-03-02,New Delhi,70537,61.7,42322,9.1,89.4
2024-03-03,New Delhi,71773,64.9,43063,8.8,89.1
2024-03-04,New Delhi,134126,69.6,80475,14.0,85.5
2024-03-05,New Delhi,128618,61.1,83601,22.0,78.5
2024-03-06,New Delhi,131206,70.6,78723,12.9,87.4
2024-03-07,New Delhi,131531,67.4,78918,16.5,81.5
2024-03-08,New Delhi,134477,54.8,80686,10.9,84.8
2024-03-09,New Delhi,72611,66.9,43566,10.2,86.0
2024-03-10,New Delhi,76078,55.0,45646,10.1,83.6
2024-03-11,New Delhi,130206,65.7,78123,16.7,79.7
2024-03-12,New Delhi,127566,62.2,76539,13.8,84.7
2024-03-13,New Delhi,130013,56.7,84508,22.1,75.5
2024-03-14,New Delhi,123713,62.9,74227,16.6,80.7
2024-03-15,New Delhi,131279,61.7,78767,14.3,82.8
2024-03-16,New Delhi,69944,72.5,41966,11.0,87.1
2024-03-17,New Delhi,74681,75.4,44808,8.3,90.2
2024-03-18,New Delhi,128197,59.7,76918,15.5,87.5
2024-03-19,New Delhi,129036,68.2,77421,15.6,83.9
2024-03-20,New Delhi,134398,68.1,80638,12.1,85.0
2024-03-21,New Delhi,133853,59.6,80311,16.6,83.8
2024-03-22,New Delhi,124306,70.4,74583,14.8,80.9
2024-03-23,New Delhi,70134,65.0,42080,11.4,86.4
2024-03-24,New Delhi,72200,67.3,43320,8.5,89.9
2024-03-25,New Delhi,128046,62.4,83229,17.1,80.9
2024-03-26,New Delhi,130460,68.3,78276,12.9,80.5
2024-03-27,New Delhi,131313,61.2,78787,15.3,84.1
2024-03-28,New Delhi,127088,78.7,76252,13.0,82.4
2024-03-29,New Delhi,130135,61.3,78081,15.0,86.0
2024-03-30,New Delhi,71208,67.0,42724,12.2,83.7
2024-03-31,New Delhi,79082,61.0,47449,5.9,91.4
2024-04-01,New Delhi,125160,63.2,81354,20.1,80.9
2024-04-02,New Delhi,126231,59.4,75738,14.3,84.8
2024-04-03,New Delhi,127983,59.7,76789,14.3,85.2
2024-04-04,New Delhi,130265,59.9,78159,10.3,85.0
2024-04-05,New Delhi,134372,71.1,80623,12.8,84.8
2024-04-06,New Delhi,70095,64.0,42057,10.5,85.3
2024-04-07,New Delhi,72399,57.2,43439,10.4,89.4
2024-04-08,New Delhi,121447,60.7,72868,12.8,87.5
2024-04-09,New Delhi,122624,59.8,73574,14.0,85.3
2024-04-10,New Delhi,136747,66.7,82048,13.0,83.8
2024-04-11,New Delhi,136935,66.0,89007,22.6,75.1
2024-04-12,New Delhi,131009,60.5,78605,12.4,83.4
2024-04-13,New Delhi,80100,64.4,48060,9.8,86.0
2024-04-14,New Delhi,70195,51.1,45626,14.2,86.6
2024-04-15,New Delhi,133768,64.2,80260,15.5,85.4
2024-04-16,New Delhi,125782,68.7,75469,12.5,82.9
2024-04-17,New Delhi,134343,69.4,80605,13.8,84.5
2024-04-18,New Delhi,126571,67.7,75942,14.9,79.8
2024-04-19,New Delhi,123780,64.1,74268,16.0,78.5
2024-04-20,New Delhi,71670,60.0,43002,6.3,92.5
2024-04-21,New Delhi,74453,72.2,44671,7.7,86.6
2024-04-22,New Delhi,129664,66.5,77798,14.5,80.8
2024-04-23,New Delhi,132902,58.7,79741,13.7,83.2
2024-04-24,New Delhi,134574,69.7,87473,19.8,81.5
2024-04-25,New Delhi,122951,64.7,73770,12.5,83.0
2024-04-26,New Delhi,127546,64.7,82904,24.9,76.6
2024-04-27,New Delhi,70189,61.1,42113,9.2,84.9
2024-04-28,New Delhi,67085,69.8,40251,9.5,89.4
2024-04-29,New Delhi,132107,70.8,79264,12.3,87.0
2024-04-30,New Delhi,131547,64.9,78928,11.5,85.2
2024-05-01,New Delhi,131358,57.3,85382,26.8,73.2
2024-05-02,New Delhi,127297,71.1,76378,11.9,85.4
2024-05-03,New Delhi,128076,56.9,76845,13.3,82.2
2024-05-04,New Delhi,71865,63.3,43119,9.7,89.5
2024-05-05,New Delhi,73742,66.0,44245,8.7,91.6
2024-05-06,New Delhi,131795,69.6,79077,13.9,87.4
2024-05-07,New Delhi,134524,70.5,80714,12.8,82.8
2024-05-08,New Delhi,135586,71.0,81351,16.6,77.2
2024-05-09,New Delhi,125858,58.5,81807,19.7,79.5
2024-05-10,New Delhi,123753,56.1,74251,13.2,84.2
2024-05-11,New Delhi,76266,63.0,45759,6.6,88.9
2024-05-12,New Delhi,66992,65.0,40195,8.4,88.3
2024-05-13,New Delhi,132606,61.7,86193,23.0,79.8
2024-05-14,New Delhi,134374,60.4,80624,14.1,84.5
2024-05-15,New Delhi,129531,54.4,84195,22.8,76.1
2024-05-16,New Delhi,133869,63.5,80321,13.2,79.8
2024-05-17,New Delhi,129437,61.2,77662,14.1,82.4
2024-05-18,New Delhi,81651,64.9,48990,7.8,91.3
2024-05-19,New Delhi,70665,57.3,45932,47.4,59.4
2024-05-20,New Delhi,130784,64.4,78470,12.5,83.0
2024-05-21,New Delhi,121556,64.0,72933,12.5,84.6
2024-05-22,New Delhi,123709,77.2,74225,17.8,81.1
2024-05-23,New Delhi,132681,58.0,79608,10.9,88.0
2024-05-24,New Delhi,132729,67.8,79637,9.5,86.8
2024-05-25,New Delhi,79432,71.7,47659,3.9,92.7
2024-05-26,New Delhi,75729,65.4,45437,8.9,88.8
2024-05-27,New Delhi,136099,61.5,88464,20.5,81.5
2024-05-28,New Delhi,126913,68.5,76147,16.8,80.1
2024-05-29,New Delhi,131881,71.2,79128,15.1,82.3
2024-05-30,New Delhi,132274,65.0,79364,16.9,79.2
2024-05-31,New Delhi,127709,56.0,76625,15.9,83.1
2024-06-01,New Delhi,70220,56.4,42132,11.0,84.6
2024-06-02,New Delhi,74983,57.2,44989,8.9,85.7
2024-06-03,New Delhi,134439,59.9,80663,12.4,84.5
2024-06-04,New Delhi,125122,63.8,81329,23.5,75.7
2024-06-05,New Delhi,130306,75.8,78183,12.7,80.8
2024-06-06,New Delhi,132227,58.7,79336,17.0,82.7
2024-06-07,New Delhi,133368,64.3,80020,12.7,86.7
2024-06-08,New Delhi,60095,68.9,36057,8.1,87.0
2024-06-09,New Delhi,65968,68.2,39580,7.1,89.1
2024-06-10,New Delhi,129629,68.5,77777,12.7,85.0
2024-06-11,New Delhi,127715,66.2,76629,12.8,83.4
2024-06-12,New Delhi,129985,64.6,77991,13.4,84.8
2024-06-13,New Delhi,129699,67.7,77819,11.2,88.8
2024-06-14,New Delhi,134814,66.8,80888,13.1,86.6
2024-06-15,New Delhi,73909,64.7,44345,8.6,87.7
2024-06-16,New Delhi,69580,64.5,41748,11.7,87.4
2024-06-17,New Delhi,127119,71.2,82627,29.3,71.9
2024-06-18,New Delhi,123751,60.3,74250,15.8,80.0
2024-06-19,New Delhi,130260,59.9,78156,14.4,85.3
2024-06-20,New Delhi,126544,64.7,75926,12.7,83.7
2024-06-21,New Delhi,133255,58.1,79953,13.7,85.2
2024-06-22,New Delhi,72211,62.8,43326,11.6,86.4
2024-06-23,New Delhi,70990,60.8,42594,12.2,83.0
2024-06-24,New Delhi,134831,74.1,80898,11.9,85.4
2024-06-25,New Delhi,136099,75.3,81659,14.9,84.4
2024-06-26,New Delhi,126060,74.7,75636,17.2,80.5
2024-06-27,New Delhi,143740,72.7,86244,14.4,80.1
2024-06-28,New Delhi,125744,62.6,75446,13.9,84.2
2024-06-29,New Delhi,67839,70.4,40703,11.9,87.8
2024-06-30,New Delhi,70854,78.4,42512,6.7,89.2
2024-07-01,New Delhi,137274,61.7,82364,15.1,83.5
2024-07-02,New Delhi,129561,72.0,77736,15.3,84.0
2024-07-03,New Delhi,127236,56.1,76341,10.9,85.6
2024-07-04,New Delhi,134046,59.4,80427,14.9,81.5
2024-07-05,New Delhi,129432,70.4,77659,10.5,85.8
2024-07-06,New Delhi,65111,63.9,39066,9.8,86.7
2024-07-07,New Delhi,74948,67.2,44968,9.2,86.2
2024-07-08,New Delhi,132865,75.3,79719,16.6,82.6
2024-07-09,New Delhi,130034,61.9,84522,22.5,78.5
2024-07-10,New Delhi,128748,72.8,77248,13.5,86.5
2024-07-11,New Delhi,125729,68.6,75437,15.4,87.4
2024-07-12,New Delhi,128631,60.5,77178,13.9,84.6
2024-07-13,New Delhi,69168,61.0,41500,7.9,87.9
2024-07-14,New Delhi,72339,63.7,43403,9.8,86.3
2024-07-15,New Delhi,133757,59.7,80254,15.5,84.0
2024-07-16,New Delhi,127933,59.0,83156,21.3,78.0
2024-07-17,New Delhi,129826,64.4,77895,12.5,86.4
2024-07-18,New Delhi,137940,60.0,82764,14.2,82.7
2024-07-19,New Delhi,126101,59.2,75660,15.1,84.8
2024-07-20,New Delhi,69472,68.8,41683,13.3,88.2
2024-07-21,New Delhi,69709,67.7,45310,16.1,81.8
2024-07-22,New Delhi,128467,61.5,77080,14.9,85.6
2024-07-23,New Delhi,132413,60.4,79447,17.2,84.9
2024-07-24,New Delhi,130676,66.9,78405,15.9,80.9
2024-07-25,New Delhi,134883,65.5,80929,12.4,82.1
2024-07-26,New Delhi,131742,53.5,85632,18.7,82.5
2024-07-27,New Delhi,73457,55.9,44074,10.8,83.9
2024-07-28,New Delhi,65462,59.0,39277,10.7,88.5
2024-07-29,New Delhi,134194,69.2,80516,11.8,86.7
2024-07-30,New Delhi,134058,61.6,80434,13.5,85.6
2024-07-31,New Delhi,139935,69.4,83961,12.1,83.1
2024-08-01,New Delhi,127320,58.5,82758,28.6,68.1
2024-08-02,New Delhi,137000,56.0,82200,15.0,82.4
2024-08-03,New Delhi,64463,53.4,41900,11.9,84.9
2024-08-04,New Delhi,75129,63.1,45077,10.0,81.4
2024-08-05,New Delhi,128809,68.3,77285,16.7,79.4
2024-08-06,New Delhi,126585,54.6,82280,25.9,79.4
2024-08-07,New Delhi,128281,64.8,76968,12.8,90.5
2024-08-08,New Delhi,133645,69.7,80187,13.4,85.2
2024-08-09,New Delhi,125879,61.0,75527,16.2,82.6
2024-08-10,New Delhi,74732,64.5,44839,8.2,86.9
2024-08-11,New Delhi,69577,57.3,41746,10.5,86.4
2024-08-12,New Delhi,125083,60.3,75049,12.7,87.5
2024-08-13,New Delhi,133533,70.0,80119,16.2,82.8
2024-08-14,New Delhi,133385,58.2,80031,14.0,85.3
2024-08-15,New Delhi,133025,63.9,79815,12.7,85.9
2024-08-16,New Delhi,130637,66.5,78382,13.4,84.6
2024-08-17,New Delhi,76267,68.2,45760,11.2,86.3
2024-08-18,New Delhi,71851,60.1,43110,9.1,88.4
2024-08-19,New Delhi,124811,66.9,74886,13.0,86.3
2024-08-20,New Delhi,127697,58.7,76618,14.8,83.5
2024-08-21,New Delhi,133337,59.7,80002,16.7,81.4
2024-08-22,New Delhi,124814,53.1,81129,23.1,73.3
2024-08-23,New Delhi,132289,66.0,79373,16.3,80.8
2024-08-24,New Delhi,67814,60.3,40688,9.5,87.8
2024-08-25,New Delhi,70134,58.2,42080,10.4,85.7
2024-08-26,New Delhi,130488,61.9,84817,20.8,77.5
2024-08-27,New Delhi,132807,68.2,79684,13.9,83.5
2024-08-28,New Delhi,132905,61.5,79743,14.5,84.2
2024-08-29,New Delhi,133577,67.6,80146,13.9,86.2
2024-08-30,New Delhi,133298,53.9,86643,38.5,64.8
2024-08-31,New Delhi,75831,70.3,45498,9.1,86.3
2024-09-01,New Delhi,70285,67.2,42171,10.0,88.1
2024-09-02,New Delhi,133912,66.2,80347,14.4,82.2
2024-09-03,New Delhi,119635,63.5,71781,14.8,81.3
2024-09-04,New Delhi,132619,61.4,79571,15.1,82.2
2024-09-05,New Delhi,136459,72.7,81875,14.8,83.1
2024-09-06,New Delhi,131786,64.8,79071,15.2,84.3
2024-09-07,New Delhi,74149,66.5,44489,9.9,88.9
2024-09-08,New Delhi,80664,70.1,48398,6.4,89.7
2024-09-09,New Delhi,127757,64.9,76654,13.9,83.6
2024-09-10,New Delhi,131914,64.7,79148,14.9,82.4
2024-09-11,New Delhi,126754,64.7,76052,12.5,87.0
2024-09-12,New Delhi,132948,70.9,79768,14.4,80.3
2024-09-13,New Delhi,136751,59.3,82050,15.5,84.0
2024-09-14,New Delhi,71604,63.8,42962,7.4,91.4
2024-09-15,New Delhi,74372,78.5,44623,9.1,87.6
2024-09-16,New Delhi,125542,68.3,75325,11.2,82.5
2024-09-17,New Delhi,130848,67.5,78508,13.3,82.1
2024-09-18,New Delhi,130135,61.4,78081,12.6,85.9
2024-09-19,New Delhi,141418,61.9,84850,13.9,84.1
2024-09-20,New Delhi,126465,63.9,75879,13.9,83.4
2024-09-21,New Delhi,69258,66.3,41554,8.7,83.5
2024-09-22,New Delhi,79887,60.2,47932,7.8,84.3
2024-09-23,New Delhi,136937,60.0,82162,11.6,84.5
2024-09-24,New Delhi,132400,62.5,79440,11.3,85.4
2024-09-25,New Delhi,126381,68.2,75828,14.0,84.6
2024-09-26,New Delhi,133452,65.5,80071,14.8,84.0
2024-09-27,New Delhi,130945,59.3,78567,12.0,90.4
2024-09-28,New Delhi,80264,56.3,48158,7.9,89.3
2024-09-29,New Delhi,72512,66.3,43507,7.9,87.9
2024-09-30,New Delhi,134393,65.5,80635,14.5,81.4
2024-10-01,New Delhi,133515,60.7,86784,16.4,83.0
2024-10-02,New Delhi,129554,50.9,84210,17.9,87.1
2024-10-03,New Delhi,125186,67.1,75111,13.6,86.7
2024-10-04,New Delhi,130582,68.9,78349,12.0,84.6
2024-10-05,New Delhi,65081,62.6,39048,8.5,89.1
2024-10-06,New Delhi,71792,67.4,43075,8.1,85.8
2024-10-07,New Delhi,130558,64.5,78334,17.8,83.1
2024-10-08,New Delhi,134616,61.9,80769,14.0,84.5
2024-10-09,New Delhi,126085,59.3,75651,13.2,82.9
2024-10-10,New Delhi,132041,66.7,79224,15.5,82.8
2024-10-11,New Delhi,129612,63.1,77767,14.1,80.1
2024-10-12,New Delhi,70419,63.1,42251,8.0,87.4
2024-10-13,New Delhi,71658,63.1,42994,10.1,84.0
2024-10-14,New Delhi,133679,71.6,80207,16.5,77.4
2024-10-15,New Delhi,130837,59.1,78502,12.5,84.3
2024-10-16,New Delhi,130630,69.3,78378,14.0,82.6
2024-10-17,New Delhi,136059,70.6,81635,11.6,81.9
2024-10-18,New Delhi,124208,63.2,74524,13.1,81.1
2024-10-19,New Delhi,77089,58.6,46253,9.0,87.0
2024-10-20,New Delhi,75679,68.8,45407,6.4,86.3
2024-10-21,New Delhi,130966,67.8,78579,14.5,84.7
2024-10-22,New Delhi,135316,70.1,81189,16.1,83.3
2024-10-23,New Delhi,140484,69.9,84290,13.5,86.3
2024-10-24,New Delhi,127210,67.2,76326,15.1,84.5
2024-10-25,New Delhi,125565,70.8,75339,13.4,86.6
2024-10-26,New Delhi,71981,61.1,46787,32.3,68.5
2024-10-27,New Delhi,73099,63.4,43859,6.9,89.2
2024-10-28,New Delhi,119912,59.4,71947,13.1,85.7
2024-10-29,New Delhi,139950,62.8,83970,14.0,86.3
2024-10-30,New Delhi,130934,51.7,85107,27.6,73.9
2024-10-31,New Delhi,132241,75.4,79344,15.2,86.1
2024-11-01,New Delhi,126958,53.5,76174,13.8,88.9
2024-11-02,New Delhi,68538,75.3,41122,11.0,85.7
2024-11-03,New Delhi,70570,67.7,42342,6.8,89.3
2024-11-04,New Delhi,132228,66.5,79336,13.7,84.5
2024-11-05,New Delhi,131052,64.4,78631,12.4,86.6
2024-11-06,New Delhi,129293,64.9,77575,15.4,80.4
2024-11-07,New Delhi,130184,68.9,78110,14.7,84.5
2024-11-08,New Delhi,124524,66.5,74714,13.7,82.5
2024-11-09,New Delhi,70322,65.4,42193,8.6,91.1
2024-11-10,New Delhi,71195,64.5,46276,12.5,83.7
2024-11-11,New Delhi,128934,62.4,77360,15.0,84.2
2024-11-12,New Delhi,124115,64.0,74469,15.5,81.4
2024-11-13,New Delhi,130270,69.1,78162,14.0,85.8
2024-11-14,New Delhi,131132,69.2,78679,14.9,80.6
2024-11-15,New Delhi,135670,67.7,88185,23.6,78.4
2024-11-16,New Delhi,72005,67.6,43203,12.3,86.5
2024-11-17,New Delhi,68999,64.2,41399,8.0,87.6
2024-11-18,New Delhi,130860,63.8,78516,15.5,83.5
2024-11-19,New Delhi,132017,59.1,85811,20.5,78.6
2024-11-20,New Delhi,130857,63.7,78514,12.8,83.7
2024-11-21,New Delhi,134506,73.2,80703,13.8,83.8
2024-11-22,New Delhi,121794,64.1,73076,11.8,87.9
2024-11-23,New Delhi,66207,69.0,39724,12.4,86.1
2024-11-24,New Delhi,67018,63.6,40210,9.3,88.9
2024-11-25,New Delhi,122810,60.0,73686,16.9,84.2
2024-11-26,New Delhi,130281,59.9,78168,13.4,86.0
2024-11-27,New Delhi,129820,64.5,77892,17.4,81.8
2024-11-28,New Delhi,127812,70.2,76687,16.0,81.0
2024-11-29,New Delhi,130905,73.2,78543,15.2,83.4
2024-11-30,New Delhi,68770,72.5,41262,11.2,85.7
2024-12-01,New Delhi,76343,72.3,45805,7.9,85.5
2024-12-02,New Delhi,129514,68.6,77708,14.1,86.3
2024-12-03,New Delhi,135543,60.2,81325,13.0,83.2
2024-12-04,New Delhi,127766,64.3,76659,13.2,84.2
2024-12-05,New Delhi,124763,75.2,74857,13.5,84.5
2024-12-06,New Delhi,135471,61.4,81282,16.6,82.6
2024-12-07,New Delhi,74248,69.5,44548,10.7,85.8
2024-12-08,New Delhi,74800,64.2,44880,10.0,83.6
2024-12-09,New Delhi,131699,71.2,79019,17.0,81.0
2024-12-10,New Delhi,128921,59.1,77352,12.2,82.6
2024-12-11,New Delhi,134638,72.5,80782,12.5,84.7
2024-12-12,New Delhi,133202,61.2,79921,13.1,83.1
2024-12-13,New Delhi,129992,67.0,77995,13.5,85.6
2024-12-14,New Delhi,70095,62.0,42057,7.4,87.9
2024-12-15,New Delhi,70641,72.3,42384,5.7,90.8
2024-12-16,New Delhi,133761,68.5,80256,14.6,83.6
2024-12-17,New Delhi,136798,68.0,82078,14.5,83.4
2024-12-18,New Delhi,135254,67.7,81152,16.3,81.9
2024-12-19,New Delhi,130877,64.3,78526,15.4,82.2
2024-12-20,New Delhi,126356,63.6,75813,16.4,84.1
2024-12-21,New Delhi,75465,65.7,45279,9.4,88.2
2024-12-22,New Delhi,74274,61.6,44564,4.7,93.1
2024-12-23,New Delhi,131265,60.4,78759,13.8,87.1
2024-12-24,New Delhi,134607,73.5,80764,14.4,79.3
2024-12-25,New Delhi,134073,67.4,80443,13.9,84.5
2024-12-26,New Delhi,135161,67.6,81096,13.0,82.3
2024-12-27,New Delhi,127989,60.8,76793,14.7,85.7
2024-12-28,New Delhi,70911,67.1,42546,9.7,85.5
2024-12-29,New Delhi,69701,60.7,41820,9.2,84.3
2024-12-30,New Delhi,131223,60.9,78733,15.1,84.6
2024-12-31,New Delhi,137060,64.9,82236,11.4,84.1
2025-01-01,New Delhi,131566,64.2,78939,13.1,86.6
2025-01-02,New Delhi,126057,65.6,75634,13.3,85.2
2025-01-03,New Delhi,135237,63.5,81142,12.1,88.0
2025-01-04,New Delhi,65796,62.6,39477,11.1,85.3
2025-01-05,New Delhi,75104,68.4,45062,8.0,84.1
2025-01-06,New Delhi,128635,66.6,77181,13.4,84.3
2025-01-07,New Delhi,137579,66.8,82547,14.4,80.5
2025-01-08,New Delhi,131452,65.4,78871,14.8,83.8
2025-01-09,New Delhi,136259,56.0,81755,16.2,82.1
2025-01-10,New Delhi,125819,68.1,75491,13.1,82.8
2025-01-11,New Delhi,68640,63.5,41184,5.9,87.4
2025-01-12,New Delhi,64177,63.5,38506,8.3,85.9
2025-01-13,New Delhi,129560,68.6,77736,11.4,88.0
2025-01-14,New Delhi,130509,66.4,78305,15.2,84.3
2025-01-15,New Delhi,126898,61.3,76138,15.1,82.9
2025-01-16,New Delhi,126267,65.5,75760,14.5,85.1
2025-01-17,New Delhi,128925,61.5,77355,14.2,82.7
2025-01-18,New Delhi,74056,62.3,44433,12.1,84.6
2025-01-19,New Delhi,68979,63.7,41387,13.7,85.0
2025-01-20,New Delhi,132764,63.3,79658,12.6,82.7
2025-01-21,New Delhi,128164,68.1,76898,11.4,84.4
2025-01-22,New Delhi,128152,75.7,76891,15.2,81.2
2025-01-23,New Delhi,128623,57.1,83604,26.3,76.2
2025-01-24,New Delhi,126815,59.7,76089,13.7,86.4
2025-01-25,New Delhi,72969,61.2,43781,11.7,85.1
2025-01-26,New Delhi,71079,82.9,42647,12.4,85.6
2025-01-27,New Delhi,131601,65.1,78960,14.5,79.5
2025-01-28,New Delhi,128445,67.2,77067,13.8,82.0
2025-01-29,New Delhi,133555,54.6,80133,13.9,81.5
2025-01-30,New Delhi,135014,63.3,81008,13.0,85.5
2025-01-31,New Delhi,134979,60.5,80987,12.3,84.4
2025-02-01,New Delhi,73328,62.4,43996,11.4,86.2
2025-02-02,New Delhi,70088,62.9,42052,12.0,83.9
2025-02-03,New Delhi,124743,62.7,74845,14.3,81.6
2025-02-04,New Delhi,123397,66.6,74038,13.3,84.0
2025-02-05,New Delhi,132847,65.7,79708,12.7,81.1
2025-02-06,New Delhi,131852,68.4,79111,14.2,84.7
2025-02-07,New Delhi,129185,71.0,77511,14.5,82.3
2025-02-08,New Delhi,76587,65.8,45952,9.0,86.5
2025-02-09,New Delhi,74451,68.3,44670,8.8,89.4
2025-02-10,New Delhi,135430,66.1,81258,15.4,81.4
2025-02-11,New Delhi,126777,54.0,82405,18.0,79.7
2025-02-12,New Delhi,128096,77.1,76857,12.9,81.0
2025-02-13,New Delhi,131812,65.3,85677,17.0,81.4
2025-02-14,New Delhi,125662,61.3,81680,30.7,73.5
2025-02-15,New Delhi,78136,61.7,46881,10.6,88.2
2025-02-16,New Delhi,73093,52.7,43855,8.6,89.8
2025-02-17,New Delhi,130991,70.2,78594,14.9,80.3
2025-02-18,New Delhi,128365,68.8,77019,11.9,83.0
2025-02-19,New Delhi,130944,63.9,78566,12.4,84.5
2025-02-20,New Delhi,127087,62.4,82606,18.9,78.2
2025-02-21,New Delhi,124920,70.4,74952,15.3,81.7
2025-02-22,New Delhi,73418,61.2,44050,8.8,84.5
2025-02-23,New Delhi,71885,64.2,43131,8.5,92.1
2025-02-24,New Delhi,130824,63.1,78494,14.8,83.9
2025-02-25,New Delhi,133725,70.7,80235,14.1,84.0
2025-02-26,New Delhi,124362,58.5,74617,13.3,82.7
2025-02-27,New Delhi,130219,64.0,78131,10.2,86.1
2025-02-28,New Delhi,131592,53.8,78955,12.2,84.2
2025-03-01,New Delhi,64742,61.4,38845,11.0,87.1
2025-03-02,New Delhi,78027,61.6,46816,9.1,88.2
2025-03-03,New Delhi,128949,66.5,77369,14.3,84.7
2025-03-04,New Delhi,123543,58.8,74125,14.7,79.5
2025-03-05,New Delhi,127050,59.2,76230,11.3,82.8
2025-03-06,New Delhi,127617,67.8,76570,12.2,84.4
2025-03-07,New Delhi,127934,60.0,76760,13.9,83.7
2025-03-08,New Delhi,67114,51.6,40268,9.1,87.6
2025-03-09,New Delhi,68423,74.5,41053,8.9,86.5
2025-03-10,New Delhi,134950,62.6,80970,16.4,80.8
2025-03-11,New Delhi,128645,69.2,77187,12.3,83.9
2025-03-12,New Delhi,136815,68.2,82089,13.6,84.7
2025-03-13,New Delhi,138247,66.8,82948,14.4,83.8
2025-03-14,New Delhi,126471,63.6,75882,13.5,85.3
2025-03-15,New Delhi,67823,66.7,44084,14.8,84.9
2025-03-16,New Delhi,66599,64.1,39959,8.0,86.6
2025-03-17,New Delhi,132057,61.9,79234,12.8,86.3
2025-03-18,New Delhi,125339,78.2,75203,12.6,82.6
2025-03-19,New Delhi,128922,63.9,77353,11.7,86.9
2025-03-20,New Delhi,129986,66.8,77991,15.0,81.4
2025-03-21,New Delhi,129880,64.3,77928,16.2,83.0
2025-03-22,New Delhi,67824,68.2,40694,9.8,87.4
2025-03-23,New Delhi,70422,68.9,42253,10.7,87.9
2025-03-24,New Delhi,124964,73.1,74978,15.7,81.6
2025-03-25,New Delhi,132167,64.1,79300,14.4,86.4
2025-03-26,New Delhi,129739,70.2,77843,14.3,85.6
2025-03-27,New Delhi,131732,66.7,79039,14.5,82.4
2025-03-28,New Delhi,131156,61.8,78693,14.7,82.9
2025-03-29,New Delhi,70046,69.9,42027,8.5,87.1
2025-03-30,New Delhi,77742,73.1,46645,8.6,90.6
2025-03-31,New Delhi,131611,60.8,78966,13.3,83.1
2025-04-01,New Delhi,131247,59.8,78748,16.1,80.6
2025-04-02,New Delhi,128432,60.9,77059,11.0,87.0
2025-04-03,New Delhi,131556,63.7,78933,12.7,82.9
2025-04-04,New Delhi,129401,58.6,77640,12.9,85.9
2025-04-05,New Delhi,70055,62.3,42033,10.6,81.1
2025-04-06,New Delhi,72477,70.5,43486,10.5,86.6
2025-04-07,New Delhi,131552,70.2,78931,12.3,88.1
2025-04-08,New Delhi,134173,59.9,80503,14.9,80.7
2025-04-09,New Delhi,133589,64.5,80153,14.0,86.2
2025-04-10,New Delhi,130054,59.9,78032,18.7,81.0
2025-04-11,New Delhi,132888,68.3,79732,15.5,83.8
2025-04-12,New Delhi,73321,59.7,47658,18.6,81.3
2025-04-13,New Delhi,66954,69.1,40172,9.8,87.0
2025-04-14,New Delhi,132030,56.6,79218,12.6,87.1
